84.92,84.92,146.06,146.06,6
236.50,236.50,301.88,327.27,6
190.98,190.98,279.42,279.42,6
94.41,94.41,180.83,180.83,6
103.88,103.88,234.14,234.14,6
174.49,174.49,233.61,233.61,6
134.84,134.84,222.73,222.73,6
151.11,151.11,173.69,173.69,6
112.68,112.68,210.81,210.81,6
167.23,167.23,302.58,302.58,6
106.75,106.75,214.73,214.73,6
163.90,163.90,274.83,274.83,6
141.47,141.47,178.61,178.61,6
136.70,136.70,201.38,201.38,6
84.05,84.05,195.92,195.92,6
115.99,115.99,163.38,163.38,6
169.08,169.08,260.01,260.01,6
149.48,149.48,253.56,253.56,6
211.72,211.72,295.41,295.41,6
180.39,180.39,281.53,337.80,6
90.23,90.23,167.06,167.06,6
191.94,191.94,306.34,306.34,6
168.52,168.52,233.15,233.15,6
149.50,149.50,170.86,170.86,6
100.68,100.68,168.91,168.91,6
160.05,160.05,238.58,238.58,6
271.96,271.96,341.47,341.47,6
113.23,113.23,182.57,182.57,6
125.84,125.84,243.05,243.05,6
157.80,157.80,202.77,202.77,6
145.38,145.38,187.84,187.84,6
214.42,214.42,310.91,310.91,6
131.66,131.66,216.54,216.54,6
157.74,157.74,209.75,209.75,6
124.57,124.57,161.48,161.48,6
144.09,144.09,230.39,230.39,6
128.96,128.96,289.63,289.63,6
110.83,110.83,161.73,161.73,6
135.18,135.18,184.99,184.99,6
196.90,196.90,230.92,230.92,6
172.60,172.60,236.73,236.73,6
135.38,135.38,233.49,233.49,6
113.91,113.91,199.64,199.64,6
153.08,153.08,200.63,200.63,6
150.38,150.38,205.94,205.94,6
141.55,141.55,229.20,229.20,6
235.41,235.41,268.46,268.46,6
155.24,155.24,199.39,199.39,6
143.53,143.53,232.76,232.76,6
140.13,140.13,235.16,235.16,6
101.50,101.50,171.21,171.21,6
113.31,113.31,249.40,249.40,6
181.96,181.96,285.87,285.87,6
161.78,161.78,201.49,201.49,6
155.26,155.26,235.00,235.00,6
165.94,165.94,278.13,278.13,6
88.07,88.07,202.24,202.24,6
238.38,238.38,316.05,316.05,6
67.56,67.56,123.05,123.05,6
84.64,84.64,133.31,133.31,6
123.33,123.33,161.96,161.96,6
167.60,167.60,211.56,211.56,6
103.86,103.86,186.13,186.13,6
146.40,146.40,227.54,227.54,6
191.83,191.83,275.26,275.26,6
156.98,156.98,211.03,211.03,6
123.74,123.74,191.68,191.68,6
185.48,185.48,235.47,235.47,6
224.29,224.29,332.25,332.25,6
159.25,159.25,272.67,272.67,6
107.75,107.75,162.72,162.72,6
147.96,147.96,260.71,260.71,6
142.80,142.80,169.55,169.55,6
147.82,147.82,195.87,195.87,6
103.37,103.37,185.13,185.13,6
