11.038802,78.094086,81.13514
22.8703,84.32625,68.3807
13.068064,60.84729,79.05514
24.899563,67.079445,66.3007
15.386471,101.13427,75.59783
27.217968,107.36643,62.843395
17.415733,83.88747,73.51783
29.24723,90.11963,60.763393
38.671432,118.397285,50.74093
50.50293,124.62945,37.986492
40.73567,97.56576,48.713387
52.567165,103.79792,35.95895
43.0191,141.43747,45.203632
54.850597,147.66962,32.449196
45.083336,120.60594,43.17609
56.914833,126.838104,30.421654
16.863317,76.33052,75.019394
28.694815,82.56268,62.26495
18.89258,59.08372,72.93939
30.724077,65.31588,60.184948
21.210987,99.370705,69.48209
33.042484,105.60287,56.727654
23.24025,82.1239,67.40209
35.071747,88.356064,54.64765
44.495945,116.63372,44.625187
56.327442,122.86588,31.870754
46.56018,95.80219,42.597645
58.391678,102.034355,29.843212
48.843613,139.6739,39.08789
60.67511,145.90605,26.333454
50.90785,118.84238,37.06035
62.739346,125.07454,24.305912
22.761364,93.48073,68.318794
34.665478,92.26989,55.673275
24.790627,76.233925,66.23879
36.69474,75.02308,53.593273
27.109034,116.520905,62.781494
39.01315,115.31007,50.13598
29.138296,99.2741,60.701492
41.04241,98.063255,48.055977
50.659813,106.537575,38.32332
62.563927,105.32673,25.677807
52.72405,85.70604,36.295776
64.62816,84.4952,23.650265
55.00748,129.57776,32.786022
66.91159,128.3669,20.140507
57.071716,108.74622,30.75848
68.97582,107.535385,18.112965
28.585878,91.71716,62.20305
40.489994,90.506325,49.557533
30.61514,74.47035,60.123047
42.519257,73.259514,47.47753
32.933548,114.75734,56.665752
44.83766,113.5465,44.020237
34.96281,97.51054,54.58575
46.866924,96.29969,41.940235
56.484325,104.77401,32.20758
68.388435,103.56316,19.562065
58.54856,83.942474,30.180038
70.45267,82.731636,17.534523
60.831993,127.814186,26.670282
72.73611,126.60334,14.024766
62.89623,106.98266,24.642738
74.80034,105.77182,11.997223
16.863901,68.611305,75.01878
28.695398,74.84346,62.26434
18.893164,51.364502,72.93878
30.72466,57.59666,60.184338
21.21157,91.65148,69.48148
33.043068,97.883644,56.727043
23.240833,74.40468,67.40148
35.07233,80.63684,54.64704
44.49653,108.9145,44.624577
56.328026,115.14666,31.870142
46.560764,88.08297,42.597034
58.39226,94.31513,29.8426
48.844196,131.95468,39.08728
60.675694,138.18683,26.332842
50.908432,111.12315,37.05974
62.73993,117.355316,24.3053
22.688416,66.84773,68.903046
34.519913,73.079895,56.148598
24.717678,49.600933,66.823044
36.549175,55.83309,54.068596
27.036085,89.88792,63.365738
38.867584,96.12008,50.6113
29.065348,72.641106,61.285736
40.896847,78.873276,48.5313
50.321045,107.15093,38.508835
62.152542,113.383095,25.7544
52.38528,86.319405,36.481293
64.216774,92.55157,23.726858
54.668713,130.19112,32.97154
66.50021,136.42326,20.2171
56.73295,109.35959,30.943996
68.564445,115.59175,18.189558
28.586462,83.99794,62.20244
40.490578,82.7871,49.556923
30.615725,66.75114,60.122437
42.51984,65.54029,47.47692
32.93413,107.03812,56.665142
44.838245,105.82728,44.019627
34.963394,89.79131,54.58514
46.867508,88.58047,41.939625
56.48491,97.05479,32.206966
68.38902,95.84394,19.561453
58.549145,76.22326,30.179426
70.453255,75.01241,17.53391
60.832577,120.09496,26.669668
72.73669,118.88412,14.024153
62.896812,99.263435,24.642126
74.80092,98.0526,11.99661
34.410976,82.234375,56.086697
46.31509,81.02353,43.44118
36.44024,64.98757,54.006695
48.344353,63.776726,41.36118
38.758644,105.27455,50.5494
50.662758,104.06371,37.903885
40.787907,88.02775,48.4694
52.69202,86.8169,35.823883
62.309425,95.29122,26.091228
74.21354,94.080376,13.445712
64.37366,74.45969,24.063686
76.27777,73.24885,11.418169
66.65709,118.3314,20.553926
78.5612,117.12055,7.908412
68.72132,97.49987,18.526384
80.625435,96.28903,5.880869
