7.17,3.69,3.89,3.69,3.69,4
17.54,5.80,5.80,5.80,5.80,4
13.70,2.27,2.27,2.27,2.27,4
999999999,999999999,999999999,999999999,999999999,4
6.69,2.11,2.11,2.11,2.11,4
999999999,3.86,3.86,3.86,3.86,4
14.86,6.77,6.77,6.77,6.77,4
7.13,2.40,2.40,2.40,2.40,4
3.04,0.00,0.00,0.00,0.00,4
14.23,10.11,10.11,10.11,10.11,4
9.46,1.56,1.56,1.56,1.56,4
19.45,10.71,10.71,10.71,10.71,4
13.78,3.08,3.08,3.08,3.08,4
7.70,5.43,5.43,5.43,5.43,4
11.63,4.11,4.11,4.11,4.11,4
13.22,1.32,1.32,1.32,1.32,4
6.97,2.51,2.51,2.51,2.51,4
21.53,4.89,4.89,4.89,4.89,4
1.40,1.40,1.40,1.40,1.40,4
14.71,0.23,0.23,0.23,0.23,4
3.42,1.22,1.22,1.22,1.22,4
999999999,1.46,1.46,1.46,1.46,4
24.08,3.23,3.23,3.23,3.23,4
13.48,2.24,2.24,2.24,2.24,4
7.94,0.66,0.66,0.66,0.66,4
17.42,10.89,10.89,10.89,10.89,4
17.03,3.20,3.20,3.20,3.20,4
12.04,4.96,4.96,4.96,4.96,4
5.46,3.82,3.82,3.82,3.82,4
12.11,2.57,2.57,2.57,2.57,4
1.72,1.72,1.72,1.72,1.72,4
7.10,3.00,3.00,3.00,3.00,4
5.77,2.90,2.90,2.90,2.90,4
6.45,1.35,1.35,1.35,1.35,4
1.33,0.98,0.98,0.98,1.07,4
5.18,2.84,2.84,2.84,2.84,4
4.34,1.35,1.35,1.35,1.35,4
17.99,4.07,4.07,4.07,4.07,4
1.64,1.64,1.64,1.64,1.64,4
5.44,1.59,1.59,1.59,1.59,4
11.20,6.44,6.44,6.44,6.44,4
1.88,1.88,1.88,1.88,1.88,4
3.43,1.81,1.91,1.81,1.81,4
6.30,1.07,1.07,1.07,1.07,4
6.20,2.81,2.81,2.81,2.81,4
32.97,3.06,3.06,3.06,3.06,4
7.01,1.54,1.54,1.54,1.54,4
17.99,0.76,0.76,0.76,0.76,4
3.13,2.89,2.89,2.89,2.89,4
4.74,1.47,1.47,1.47,1.47,4
1.30,1.30,1.30,1.30,1.30,4
6.46,5.86,5.86,5.86,5.86,4
8.23,5.74,5.74,5.74,5.74,4
4.32,1.14,1.39,1.14,1.14,4
18.70,0.69,0.69,0.69,0.69,4
10.91,0.40,0.40,0.40,0.40,4
14.79,7.68,8.03,7.68,7.68,5
3.63,3.63,3.82,3.63,3.63,5
21.21,8.59,8.59,8.59,8.59,5
6.26,1.84,1.84,1.84,1.84,5
999999999,6.43,15.39,6.43,6.43,5
14.94,5.53,5.53,5.53,5.53,5
5.58,4.35,4.50,4.35,4.35,5
12.17,3.82,3.82,3.82,3.82,5
16.90,6.32,6.32,6.32,6.32,5
15.41,7.65,7.65,7.65,7.65,5
999999999,8.37,13.51,8.37,8.37,5
11.78,1.61,1.61,1.61,1.61,5
9.63,5.85,5.85,5.85,5.85,5
12.85,5.21,6.24,5.21,5.21,5
17.55,6.74,6.74,6.74,6.74,5
20.78,7.01,15.11,7.01,7.01,5
10.00,2.33,2.33,2.33,2.33,5
13.41,0.72,0.72,0.72,0.72,5
16.36,10.53,10.56,10.53,10.53,5
10.19,3.57,3.57,3.57,3.57,5
6.61,6.61,6.80,6.61,6.61,5
14.53,5.75,6.47,5.75,5.75,5
8.86,6.08,6.58,6.08,6.08,5
14.34,0.61,0.61,0.61,0.61,5
3.54,0.17,0.17,0.17,0.17,5
12.11,2.53,3.33,2.53,2.53,5
8.27,6.50,6.50,6.50,6.50,5
999999999,3.28,3.28,3.28,3.28,5
999999999,14.86,999999999,15.19,14.86,5
2.95,1.34,1.34,1.34,1.34,5
8.79,3.58,3.58,3.58,3.58,5
11.50,0.78,0.78,0.78,0.78,5
12.87,3.73,3.73,3.73,3.73,5
4.51,1.95,2.15,1.95,1.95,5
8.01,2.80,2.80,2.80,2.80,5
999999999,4.48,10.05,4.48,4.48,5
4.60,4.60,4.92,4.60,4.60,5
2.27,0.13,0.13,0.13,0.13,5
19.31,4.14,4.14,4.14,4.14,5
4.78,4.37,4.37,4.37,4.37,5
3.19,3.19,3.19,3.19,3.19,5
22.88,5.07,5.07,5.07,5.07,5
7.54,5.78,5.78,5.78,5.78,5
13.35,2.73,2.73,2.73,2.73,5
9.43,0.16,0.16,0.16,0.16,5
17.20,3.34,3.34,3.34,3.34,5
13.73,13.55,13.61,13.55,13.55,5
