123.62,123.62,159.54,159.54,6
120.60,120.60,165.29,165.29,6
70.47,70.47,163.34,163.34,6
129.13,129.13,172.97,172.97,6
108.24,108.24,143.49,143.49,6
111.47,111.47,181.82,181.82,6
141.82,141.82,170.11,170.11,6
98.87,98.87,131.36,131.36,6
165.18,165.18,176.37,178.49,6
108.00,108.00,160.82,160.82,6
107.18,107.18,152.93,152.93,6
171.50,171.50,200.22,200.22,6
98.82,98.82,153.91,153.91,6
105.47,105.47,158.45,158.45,6
135.60,135.60,169.59,169.59,6
100.46,100.46,181.61,181.61,6
110.31,110.31,161.75,161.75,6
130.59,130.59,155.48,155.48,6
128.59,128.59,161.26,161.26,6
122.26,122.26,145.56,145.56,6
120.55,120.55,170.15,170.15,6
175.13,175.13,221.23,221.23,6
165.79,165.79,195.93,195.93,6
107.69,107.69,137.65,137.65,6
123.38,123.38,165.63,165.63,6
94.28,94.28,138.77,138.77,6
136.03,136.03,179.89,179.89,6
98.78,98.78,182.77,182.77,6
114.63,114.63,166.28,166.28,6
173.08,173.08,243.98,243.98,6
131.36,131.36,171.24,171.24,6
123.20,123.20,161.59,161.59,6
121.89,121.89,161.88,161.88,6
98.94,98.94,131.16,131.16,6
86.72,86.72,112.40,112.40,6
123.77,123.77,138.33,138.33,6
126.99,126.99,151.58,151.58,6
69.10,69.10,114.61,114.61,6
174.62,174.62,203.35,203.35,6
75.97,75.97,104.57,104.57,6
75.72,75.72,133.29,133.29,6
110.20,110.20,159.31,159.31,6
87.54,87.54,115.58,115.58,6
95.64,95.64,118.35,118.35,6
118.63,118.63,168.10,168.10,6
143.68,143.68,175.56,175.56,6
109.08,109.08,130.29,130.29,6
119.39,119.39,154.86,154.86,6
138.73,138.73,166.08,166.08,6
146.71,146.71,216.67,216.67,6
174.84,174.84,185.62,185.62,6
138.14,138.14,195.09,195.09,6
105.38,105.38,136.42,136.42,6
122.59,122.59,163.59,163.59,6
122.25,122.25,169.76,169.76,6
153.38,153.38,188.10,188.10,6
132.47,132.47,155.43,155.43,6
136.74,136.74,175.10,175.10,6
135.05,135.05,201.45,201.45,6
156.38,156.38,213.09,213.09,6
155.93,155.93,199.18,199.18,6
65.62,65.62,99.50,99.50,6
146.18,146.18,176.17,176.17,6
100.48,100.48,153.37,153.37,6
50.01,50.01,113.99,113.99,6
144.80,144.80,173.70,173.70,6
107.19,107.19,140.03,140.03,6
135.10,135.10,159.14,159.14,6
94.84,94.84,146.77,146.77,6
94.59,94.59,127.72,127.72,6
137.64,137.64,158.13,158.13,6
129.53,129.53,171.20,171.20,6
100.43,100.43,126.51,126.51,6
148.07,148.07,195.04,195.04,6
135.46,135.46,177.06,177.06,6
135.36,135.36,175.35,175.35,6
169.45,169.45,216.42,216.42,6
104.18,104.18,143.93,143.93,6
116.58,116.58,166.14,166.14,6
65.62,65.62,115.75,115.75,6
108.54,108.54,164.24,164.24,6
142.02,142.02,158.62,158.62,6
87.01,87.01,105.71,105.71,6
102.97,102.97,145.24,145.24,6
139.55,139.55,166.69,166.69,6
116.84,116.84,140.10,140.10,6
86.82,86.82,132.44,132.44,6
120.38,120.38,148.97,148.97,6
121.67,121.67,153.78,153.78,6
133.65,133.65,187.55,187.55,6
125.29,125.29,162.71,162.71,6
122.24,122.24,148.67,148.67,6
105.03,105.03,127.75,127.75,6
119.11,119.11,160.62,160.62,6
108.28,108.28,131.04,131.04,6
90.12,90.12,146.36,146.36,6
104.82,104.82,139.18,139.18,6
132.64,132.64,165.27,165.27,6
124.92,124.92,158.19,158.19,6
124.00,124.00,175.69,175.69,6
121.24,121.24,145.55,145.55,6
126.79,126.79,168.80,168.80,6
152.01,152.01,198.66,198.66,6
142.57,142.57,191.59,191.59,6
158.39,158.39,188.65,188.65,6
118.23,118.23,149.81,149.81,6
113.82,113.82,148.24,148.24,6
168.49,168.49,193.03,193.03,6
104.79,104.79,163.39,163.39,6
114.95,114.95,173.91,173.91,6
62.46,62.46,98.37,98.37,6
97.35,97.35,140.94,140.94,6
141.78,141.78,170.78,170.78,6
141.87,141.87,190.42,190.42,6
139.71,139.71,182.62,182.62,6
151.07,151.07,192.41,192.41,6
69.55,69.55,110.02,110.02,6
158.04,158.04,203.46,203.46,6
144.56,144.56,162.44,162.44,6
104.12,104.12,133.42,133.42,6
122.16,122.16,157.33,157.33,6
129.70,129.70,141.59,141.59,6
89.32,89.32,116.22,116.22,6
86.43,86.43,110.50,110.50,6
164.11,164.11,201.35,201.35,6
133.36,133.36,175.61,175.61,6
135.83,135.83,186.83,186.83,6
166.03,166.03,206.40,206.40,6
80.01,80.01,142.34,142.34,6
127.30,127.30,166.71,166.71,6
147.48,147.48,151.83,151.83,6
140.27,140.27,181.94,181.94,6
110.20,110.20,141.67,141.67,6
97.97,97.97,138.34,138.34,6
165.68,165.68,192.63,192.63,6
127.55,127.55,139.48,139.48,6
113.24,113.24,162.62,162.62,6
121.57,121.57,184.74,184.74,6
117.47,117.47,161.16,161.16,6
83.36,83.36,127.26,127.26,6
100.57,100.57,138.89,138.89,6
143.03,143.03,195.70,195.70,6
101.50,101.50,145.19,145.19,6
83.17,83.17,127.85,127.85,6
104.09,104.09,119.26,119.26,6
79.14,79.14,103.40,103.40,6
96.88,96.88,145.42,145.42,6
114.68,114.68,155.21,155.21,6
106.20,106.20,135.94,135.94,6
101.14,101.14,142.21,142.21,6
145.42,145.42,166.03,166.03,6
136.56,136.56,160.85,160.85,6
106.16,106.16,124.57,124.57,6
131.05,131.05,169.53,169.53,6
123.20,123.20,158.57,158.57,6
138.11,138.11,166.00,166.00,6
95.35,95.35,133.85,133.85,6
100.60,100.60,152.14,152.14,6
110.39,110.39,152.22,152.22,6
113.92,113.92,152.60,152.60,6
135.65,135.65,159.80,159.80,6
75.61,75.61,122.81,122.81,6
105.41,105.41,159.06,159.06,6
178.13,178.13,211.88,211.88,6
82.18,82.18,124.52,124.52,6
111.76,111.76,165.18,165.18,6
123.98,123.98,165.63,165.63,6
168.91,168.91,193.48,193.48,6
124.07,124.07,140.90,140.90,6
139.10,139.10,164.28,164.28,6
109.49,109.49,128.52,128.52,6
96.13,96.13,144.96,144.96,6
82.06,82.06,125.80,125.80,6
130.77,130.77,163.79,163.79,6
128.06,128.06,176.31,176.31,6
114.85,114.85,161.93,161.93,6
146.83,146.83,189.76,189.76,6
113.72,113.72,153.64,153.64,6
95.52,95.52,136.89,136.89,6
110.24,110.24,152.36,152.36,6
83.78,83.78,127.49,127.49,6
117.48,117.48,123.19,123.19,6
92.25,92.25,122.52,122.52,6
131.39,131.39,153.00,153.00,6
108.77,108.77,162.59,162.59,6
135.00,135.00,194.99,194.99,6
100.43,100.43,127.67,127.67,6
112.89,112.89,138.12,138.12,6
134.31,134.31,191.38,191.38,6
113.50,113.50,173.80,173.80,6
94.84,94.84,126.15,126.15,6
99.97,99.97,126.74,126.74,6
131.00,131.00,170.69,170.69,6
115.79,115.79,147.79,147.79,6
74.53,74.53,106.63,106.63,6
113.08,113.08,153.21,153.21,6
100.33,100.33,117.18,117.18,6
119.23,119.23,166.45,166.45,6
134.08,134.08,184.73,184.73,6
123.58,123.58,180.14,180.14,6
96.66,96.66,123.67,123.67,6
141.99,141.99,217.00,217.00,6
107.25,107.25,162.44,162.44,6
151.50,151.50,176.39,176.39,6
136.19,136.19,151.31,151.31,6
132.56,132.56,180.30,180.30,6
119.97,119.97,162.95,162.95,6
140.23,140.23,164.88,164.88,6
110.42,110.42,140.77,140.77,6
124.65,124.65,160.86,160.86,6
135.68,135.68,172.70,172.70,6
158.37,158.37,196.82,196.82,6
83.02,83.02,138.58,138.58,6
109.95,109.95,130.85,130.85,6
115.29,115.29,148.11,148.11,6
92.30,92.30,152.06,152.06,6
160.75,160.75,191.09,191.09,6
101.59,101.59,136.22,136.22,6
72.84,72.84,134.71,134.71,6
147.85,147.85,182.12,182.12,6
99.21,99.21,135.00,135.00,6
113.97,113.97,166.41,166.41,6
114.84,114.84,140.73,140.73,6
99.55,99.55,127.64,127.64,6
106.74,106.74,142.79,142.79,6
117.58,117.58,163.33,163.33,6
81.85,81.85,152.34,152.34,6
133.57,133.57,158.46,158.46,6
139.31,139.31,160.69,160.69,6
145.77,145.77,174.56,174.56,6
93.58,93.58,129.78,129.78,6
152.95,152.95,181.72,181.72,6
121.24,121.24,142.39,142.39,6
88.39,88.39,132.87,132.87,6
93.23,93.23,153.83,153.83,6
