10,200,200,800,933.12,200.52,200.52,200.52,200.52,200.52
20,200,200,800,922.97,99.72,99.72,99.72,99.72,99.72
30,200,200,800,2010.15,270.91,270.91,270.91,270.91,270.91
40,200,200,800,2980.52,186.85,192.28,186.85,186.85,186.85
60,200,200,800,5974.51,1033.20,1128.89,1037.89,1033.20,1033.20
70,200,200,800,7094.46,950.46,2458.56,1282.50,1002.10,950.46
90,200,200,800,5993.35,563.30,4154.74,3190.16,2350.95,1687.31
10,200,200,800,594.47,21.52,21.52,21.52,21.52,21.52
20,200,200,800,1228.02,77.78,77.78,77.78,77.78,77.78
30,200,200,800,2776.01,666.77,804.65,666.77,666.77,666.77
40,200,200,800,3287.58,836.84,836.84,836.84,836.84,836.84
50,200,200,800,4889.76,1711.92,2118.50,1723.72,1711.92,1711.92
60,200,200,800,5136.88,2084.42,2153.53,2084.42,2084.42,2084.42
80,200,200,800,4732.60,379.88,3504.60,2569.05,1598.57,886.90
90,200,200,800,9805.34,2197.81,5648.81,4235.13,3194.16,2611.10
10,200,200,800,821.68,33.07,33.07,33.07,33.07,33.07
20,200,200,800,1302.34,37.92,37.92,37.92,37.92,37.92
30,200,200,800,2512.12,543.24,630.28,543.24,543.24,543.24
40,200,200,800,3159.41,432.74,725.09,445.62,432.74,432.74
50,200,200,800,4354.59,936.17,1013.33,936.17,936.17,936.17
60,200,200,800,5722.77,1322.27,2812.70,1715.21,1387.06,1322.27
70,200,200,800,4045.53,1750.49,3060.73,2648.98,2220.71,1871.73
80,200,200,800,9034.97,2171.81,3420.69,2339.67,2204.26,2178.81
90,200,200,800,13342.96,6152.94,9094.11,6723.31,6248.68,6155.62
100,200,200,800,8011.72,3101.62,4697.52,3876.41,3376.82,3174.80
10,200,200,800,1240.40,394.65,394.65,394.65,394.65,394.65
20,200,200,800,1226.34,365.52,365.52,365.52,365.52,365.52
30,200,200,800,3166.70,792.96,792.96,792.96,792.96,792.96
50,200,200,800,6086.86,1582.38,2286.00,1628.43,1582.38,1582.38
60,200,200,800,3760.06,1162.83,1244.39,1166.25,1162.83,1162.83
70,200,200,800,7320.85,2071.28,3073.00,2252.31,2081.08,2073.21
80,200,200,800,4296.82,331.94,668.12,370.73,334.31,331.94
90,200,200,800,7218.62,1943.89,6530.42,6151.97,5766.69,5356.66
100,200,200,800,10302.43,2056.68,5750.26,4422.18,3539.94,2980.61
10,200,200,800,848.18,110.09,110.09,110.09,110.09,110.09
20,200,200,800,1461.27,130.04,130.04,130.04,130.04,130.04
30,200,200,800,2961.61,930.62,943.39,930.62,930.62,930.62
40,200,200,800,2569.34,405.18,480.98,405.18,405.18,405.18
50,200,200,800,6430.45,2441.41,3148.88,2521.40,2441.41,2441.41
60,200,200,800,4893.00,726.17,991.99,731.89,726.17,726.17
70,200,200,800,6850.32,1302.18,3048.30,1697.28,1356.78,1302.18
80,200,200,800,7125.59,881.98,2534.57,1347.73,1035.93,884.98
90,200,200,800,8217.64,1615.35,2031.54,1685.18,1625.53,1618.53
100,200,200,800,8076.03,4897.23,6288.90,5403.96,5119.25,4971.24
10,200,200,800,990.23,114.82,114.82,114.82,114.82,114.82
20,200,200,800,1341.69,394.89,394.89,394.89,394.89,394.89
30,200,200,800,1910.32,146.09,147.96,146.09,146.09,146.09
40,200,200,800,5830.08,2116.82,2295.48,2116.82,2116.82,2116.82
50,200,200,800,2082.54,359.64,903.34,473.18,359.64,359.64
60,200,200,800,6691.05,1587.81,2948.64,1856.74,1656.49,1635.21
70,200,200,800,4658.02,945.67,1128.67,969.67,945.67,945.67
80,200,200,800,3817.50,361.68,630.33,389.20,361.68,361.68
90,200,200,800,5665.78,2409.06,3071.02,2703.56,2559.76,2456.55
100,200,200,800,11165.34,7676.75,9207.85,8280.97,7973.00,7759.05
10,200,200,800,1116.36,419.60,419.60,419.60,419.60,419.60
20,200,200,800,1272.83,251.56,251.56,251.56,251.56,251.56
30,200,200,800,2019.24,723.38,723.38,723.38,723.38,723.38
40,200,200,800,2514.26,224.55,229.70,224.55,224.55,224.55
50,200,200,800,3584.01,259.03,312.28,266.38,259.03,259.03
60,200,200,800,5143.52,577.98,661.74,581.40,577.98,577.98
70,200,200,800,6003.33,1918.48,2227.78,1947.25,1918.48,1918.48
80,200,200,800,5234.11,798.69,3741.86,3018.46,2302.78,1742.04
90,200,200,800,11273.93,8032.00,8722.27,8139.81,8036.05,8032.00
100,200,200,800,13008.78,9098.78,10558.17,9720.85,9426.95,9277.98
10,200,200,800,975.82,150.87,150.87,150.87,150.87,150.87
20,200,200,800,1944.24,435.19,435.19,435.19,435.19,435.19
30,200,200,800,1627.04,216.46,216.46,216.46,216.46,216.46
40,200,200,800,3357.22,698.19,818.41,698.19,698.19,698.19
50,200,200,800,3265.39,422.63,456.94,422.63,422.63,422.63
60,200,200,800,5147.17,797.75,1280.85,860.38,828.90,797.75
70,200,200,800,4926.67,786.54,1022.42,798.75,786.54,786.54
80,200,200,800,3024.54,566.70,724.17,602.02,568.87,566.70
90,200,200,800,6943.80,1467.58,4251.06,3263.77,2130.79,1612.66
100,200,200,800,8464.06,2879.40,5198.80,4184.02,3551.15,3251.45
10,200,200,800,1102.21,263.99,263.99,263.99,263.99,263.99
20,200,200,800,1316.03,83.12,83.12,83.12,83.12,83.12
